date,product,category,region,sales_amount,quantity,profit,year,month,month_name,year_month,profit_margin
2022-02-21,Bookshelf,Furniture,North,1138.75,4,329.93,2022,2,Feb,2022-02,28.97
2021-08-17,Chair,Furniture,West,505.39,1,195.36,2021,8,Aug,2021-08,38.66
2022-09-20,Monitor,Electronics,North,985.87,4,133.71,2022,9,Sep,2022-09,13.56
2021-05-24,Smartphone,Electronics,North,635.77,1,72.51,2021,5,May,2021-05,11.41
2022-04-09,Running Shoes,Sports,South,216.57,2,54.98,2022,4,Apr,2022-04,25.39
2023-06-29,Dumbbell Set,Sports,Central,426.55,5,143.56,2023,6,Jun,2023-06,33.66
2023-10-17,Shoes,Clothing,East,40.46,3,13.06,2023,10,Oct,2023-10,32.28
2023-12-12,Chair,Furniture,North,666.5,6,266.36,2023,12,Dec,2023-12,39.96
2023-12-14,Bed Frame,Furniture,South,2232.61,4,753.91,2023,12,Dec,2023-12,33.77
2021-04-11,Sofa,Furniture,North,175.55,2,52.38,2021,4,Apr,2021-04,29.84
2022-03-18,Sweater,Clothing,North,70.16,3,29.13,2022,3,Mar,2022-03,41.52
2023-04-18,Jacket,Clothing,North,285.09,6,130.0,2023,4,Apr,2023-04,45.6
2023-02-13,Tennis Racket,Sports,North,265.77,2,110.05,2023,2,Feb,2023-02,41.41
2022-08-14,Rice,Groceries,West,28.03,3,2.63,2022,8,Aug,2022-08,9.38
2023-05-10,Dress,Clothing,Central,496.17,3,268.17,2023,5,May,2023-05,54.05
2022-01-11,Shoes,Clothing,West,105.27,1,52.11,2022,1,Jan,2022-01,49.5
2022-12-09,T-Shirt,Clothing,East,735.53,6,370.11,2022,12,Dec,2022-12,50.32
2023-03-20,Running Shoes,Sports,South,595.42,2,257.83,2023,3,Mar,2023-03,43.3
2023-03-09,Running Shoes,Sports,West,320.95,1,97.39,2023,3,Mar,2023-03,30.34
2021-10-23,Headphones,Electronics,East,4351.67,5,505.98,2021,10,Oct,2021-10,11.63
2021-03-14,Shoes,Clothing,North,190.01,1,78.02,2021,3,Mar,2021-03,41.06
2021-05-04,T-Shirt,Clothing,East,445.95,6,147.14,2021,5,May,2021-05,32.99
2022-09-18,Coffee,Groceries,East,436.46000000000004,2,130.83,2022,9,Sep,2022-09,29.98
2023-01-17,Sweater,Clothing,East,70.93,1,22.06,2023,1,Jan,2023-01,31.1
2021-08-28,Tennis Racket,Sports,North,227.35,2,93.48,2021,8,Aug,2021-08,41.12
2023-09-09,Running Shoes,Sports,South,562.39,3,157.18,2023,9,Sep,2023-09,27.95
2023-07-27,Jeans,Clothing,North,201.83,3,63.25,2023,7,Jul,2023-07,31.34
2023-09-15,Smartwatch,Electronics,North,3904.51,5,362.09,2023,9,Sep,2023-09,9.27
2023-03-04,Smartphone,Electronics,South,6744.5,5,841.88,2023,3,Mar,2023-03,12.48
2023-04-24,Sofa,Furniture,South,1359.51,2,534.79,2023,4,Apr,2023-04,39.34
2022-02-21,Cereal,Groceries,West,2.93,1,0.34,2022,2,Feb,2022-02,11.6
2023-12-25,Monitor,Electronics,West,2464.58,3,260.62,2023,12,Dec,2023-12,10.57
2022-11-29,Olive Oil,Groceries,North,6.46,1,0.96,2022,11,Nov,2022-11,14.86
2022-10-09,Bookshelf,Furniture,West,2755.25,5,698.61,2022,10,Oct,2022-10,25.36
2021-04-27,Rice,Groceries,East,436.46000000000004,1,1.05,2021,4,Apr,2021-04,0.24
2021-12-02,Dumbbell Set,Sports,North,2770.01,9,965.76,2021,12,Dec,2021-12,34.86
2022-04-06,Coffee,Groceries,East,20.55,1,2.27,2022,4,Apr,2022-04,11.05
2021-12-03,Juice,Groceries,West,74.51,9,6.32,2021,12,Dec,2021-12,8.48
2022-01-26,Bicycle,Sports,Central,77.44,2,23.23,2022,1,Jan,2022-01,30.0
2023-04-29,Bed Frame,Furniture,Central,1503.77,3,327.68,2023,4,Apr,2023-04,21.79
2021-11-07,Bicycle,Sports,North,998.03,3,266.66,2021,11,Nov,2021-11,26.72
2023-02-17,Bicycle,Sports,South,266.46,1,94.71,2023,2,Feb,2023-02,35.54
2022-09-12,Milk,Groceries,South,40.62,2,2.89,2022,9,Sep,2022-09,7.11
2022-05-07,Tablet,Electronics,East,711.05,2,111.43,2022,5,May,2022-05,15.67
2022-01-23,Monitor,Electronics,South,2954.69,3,467.13,2022,1,Jan,2022-01,15.81
2021-08-01,T-Shirt,Clothing,South,304.48,5,110.91,2021,8,Aug,2021-08,36.43
2023-03-01,Laptop,Electronics,East,1752.09,3,269.3,2023,3,Mar,2023-03,15.37
2023-03-08,Yoga Mat,Sports,North,206.41,1,87.58,2023,3,Mar,2023-03,42.43
2022-07-18,T-Shirt,Clothing,West,228.61,9,84.11,2022,7,Jul,2022-07,36.79
2021-11-08,Yoga Mat,Sports,Central,2092.95,6,808.49,2021,11,Nov,2021-11,38.63
2023-11-29,T-Shirt,Clothing,North,226.64,5,99.11,2023,11,Nov,2023-11,43.73
2023-04-13,T-Shirt,Clothing,East,430.05,6,219.97,2023,4,Apr,2023-04,51.15
2023-06-17,Running Shoes,Sports,North,507.32,5,166.77,2023,6,Jun,2023-06,32.87
2022-04-18,Smartphone,Electronics,East,1813.66,2,314.75,2022,4,Apr,2022-04,17.35
2022-05-01,Wardrobe,Furniture,West,2934.17,5,697.53,2022,5,May,2022-05,23.77
2021-06-22,Wardrobe,Furniture,South,671.51,1,219.03,2021,6,Jun,2021-06,32.62
2022-08-06,Webcam,Electronics,Central,4039.33,3,501.12,2022,8,Aug,2022-08,12.41
2023-09-07,Smartphone,Electronics,West,4460.78,5,421.18,2023,9,Sep,2023-09,9.44
2021-09-30,Chair,Furniture,Central,761.13,2,181.46,2021,9,Sep,2021-09,23.84
2022-06-01,Milk,Groceries,North,8.82,2,1.32,2022,6,Jun,2022-06,14.97
2022-11-11,Milk,Groceries,South,89.13,5,6.34,2022,11,Nov,2022-11,7.11
2023-01-17,Yoga Mat,Sports,East,30.05,1,13.08,2023,1,Jan,2023-01,43.53
2021-12-11,Tennis Racket,Sports,West,679.82,9,303.69,2021,12,Dec,2021-12,44.67
2023-04-15,Dress,Clothing,Central,20.7,1,8.54,2023,4,Apr,2023-04,41.26
2022-07-07,Shorts,Clothing,Central,123.89,3,55.5,2022,7,Jul,2022-07,44.8
2023-01-27,Juice,Groceries,East,122.79,5,6.61,2023,1,Jan,2023-01,5.38
2022-12-29,Tennis Racket,Sports,North,547.56,4,220.65,2022,12,Dec,2022-12,40.3
2023-10-02,Milk,Groceries,West,53.28,3,7.66,2023,10,Oct,2023-10,14.38
2023-01-10,Cereal,Groceries,East,11.15,3,1.49,2023,1,Jan,2023-01,13.36
2021-11-26,Chair,Furniture,East,3576.89,5,1224.2,2021,11,Nov,2021-11,34.23
2022-06-01,Running Shoes,Sports,West,321.38,1,111.17,2022,6,Jun,2022-06,34.59
2022-08-30,Smartwatch,Electronics,Central,1163.58,2,226.31,2022,8,Aug,2022-08,19.45
2023-11-17,Jeans,Clothing,Central,263.11,2,86.14,2023,11,Nov,2023-11,32.74
2023-09-16,Sweater,Clothing,East,577.73,4,222.65,2023,9,Sep,2023-09,38.54
2022-08-30,Tennis Racket,Sports,South,190.66,2,53.92,2022,8,Aug,2022-08,28.28
2023-09-13,Milk,Groceries,North,13.9,1,0.71,2023,9,Sep,2023-09,5.11
2023-03-21,Headphones,Electronics,North,4874.65,7,398.47,2023,3,Mar,2023-03,8.17
2022-04-01,Running Shoes,Sports,West,2092.06,6,881.98,2022,4,Apr,2022-04,42.16
2023-03-08,Dumbbell Set,Sports,East,99.64,4,25.52,2023,3,Mar,2023-03,25.61
2021-10-08,Sofa,Furniture,East,2081.25,3,813.62,2021,10,Oct,2021-10,39.09
2023-01-09,Wardrobe,Furniture,North,248.18,1,55.74,2023,1,Jan,2023-01,22.46
2023-01-16,Bicycle,Sports,Central,168.57,3,49.66,2023,1,Jan,2023-01,29.46
2021-08-13,Webcam,Electronics,Central,1801.27,2,280.5,2021,8,Aug,2021-08,15.57
2022-06-14,Smartphone,Electronics,South,3429.05,4,441.06,2022,6,Jun,2022-06,12.86
2022-08-19,Shorts,Clothing,West,83.98,5,33.83,2022,8,Aug,2022-08,40.28
2023-06-17,Running Shoes,Sports,South,60.61,1,18.83,2023,6,Jun,2023-06,31.07
2021-08-21,Bookshelf,Furniture,East,886.87,5,179.95,2021,8,Aug,2021-08,20.29
2022-03-04,Monitor,Electronics,West,1461.06,1,179.62,2022,3,Mar,2022-03,12.29
2021-05-15,Jacket,Clothing,North,144.93,2,59.27,2021,5,May,2021-05,40.9
2023-07-07,Chair,Furniture,West,759.03,2,237.45,2023,7,Jul,2023-07,31.28
2023-07-20,Milk,Groceries,Central,37.81,3,3.75,2023,7,Jul,2023-07,9.92
2022-01-16,Headphones,Electronics,Central,2666.29,2,470.27,2022,1,Jan,2022-01,17.64
2022-12-06,Coffee,Groceries,North,122.61,5,13.6,2022,12,Dec,2022-12,11.09
2022-12-14,Dumbbell Set,Sports,Central,235.19,4,103.03,2022,12,Dec,2022-12,43.81
2021-02-05,Bread,Groceries,South,52.08,2,6.61,2021,2,Feb,2021-02,12.69
2023-10-17,Webcam,Electronics,East,2367.44,3,371.5,2023,10,Oct,2023-10,15.69
2023-07-02,Headphones,Electronics,Central,3824.67,4,582.73,2023,7,Jul,2023-07,15.24
2022-07-04,Juice,Groceries,South,106.07,4,15.72,2022,7,Jul,2022-07,14.82
2021-05-13,Tennis Racket,Sports,South,375.29,1,113.28,2021,5,May,2021-05,30.18
2021-09-16,Milk,Groceries,East,55.06,2,4.24,2021,9,Sep,2021-09,7.7
2021-05-07,Tennis Racket,Sports,East,1119.97,4,457.44,2021,5,May,2021-05,40.84
2023-03-08,Monitor,Electronics,Central,447.32,1,50.45,2023,3,Mar,2023-03,11.28
2023-05-05,Smartphone,Electronics,West,3349.15,3,430.56,2023,5,May,2023-05,12.86
2023-03-27,Lamp,Furniture,South,579.33,1,213.12,2023,3,Mar,2023-03,36.79
2023-02-11,Smartwatch,Electronics,West,1483.18,4,277.79,2023,2,Feb,2023-02,18.73
2022-12-15,Olive Oil,Groceries,South,51.62,4,6.74,2022,12,Dec,2022-12,13.06
2022-04-11,Milk,Groceries,North,8.34,2,1.13,2022,4,Apr,2022-04,13.55
2023-07-12,Bed Frame,Furniture,North,2044.98,5,601.88,2023,7,Jul,2023-07,29.43
2023-06-10,Tablet,Electronics,North,4294.12,4,674.75,2023,6,Jun,2023-06,15.71
2021-03-27,Bed Frame,Furniture,West,795.38,3,235.61,2021,3,Mar,2021-03,29.62
2021-02-18,Headphones,Electronics,South,399.27,1,35.26,2021,2,Feb,2021-02,8.83
2021-11-15,Monitor,Electronics,South,3735.27,4,394.65,2021,11,Nov,2021-11,10.57
2021-10-19,Headphones,Electronics,East,1428.38,1,265.83,2021,10,Oct,2021-10,18.61
2021-07-27,Wardrobe,Furniture,Central,1565.55,2,372.93,2021,7,Jul,2021-07,23.82
2021-09-11,Headphones,Electronics,East,7323.91,6,1136.66,2021,9,Sep,2021-09,15.52
2023-03-29,Sweater,Clothing,East,40.29,3,20.42,2023,3,Mar,2023-03,50.68
2022-02-13,Shorts,Clothing,Central,139.04,1,53.47,2022,2,Feb,2022-02,38.46
2022-03-05,Milk,Groceries,North,104.61,4,12.36,2022,3,Mar,2022-03,11.82
2021-05-13,Olive Oil,Groceries,Central,57.9,2,6.97,2021,5,May,2021-05,12.04
2021-11-03,Sweater,Clothing,North,433.95,3,156.4,2021,11,Nov,2021-11,36.04
2023-10-18,Bookshelf,Furniture,East,1052.5,5,299.04,2023,10,Oct,2023-10,28.41
2021-06-24,Juice,Groceries,East,88.84,3,10.3,2021,6,Jun,2021-06,11.59
2023-08-11,Laptop,Electronics,East,488.95,2,39.22,2023,8,Aug,2023-08,8.02
2023-04-04,Chair,Furniture,North,2262.03,3,603.97,2023,4,Apr,2023-04,26.7
2023-01-23,Tennis Racket,Sports,East,278.18,1,121.34,2023,1,Jan,2023-01,43.62
2021-07-21,Dumbbell Set,Sports,North,63.91,1,17.99,2021,7,Jul,2021-07,28.15
2022-12-25,Tennis Racket,Sports,West,2076.67,7,622.67,2022,12,Dec,2022-12,29.98
2021-09-28,Smartphone,Electronics,East,2680.18,3,315.17,2021,9,Sep,2021-09,11.76
2022-08-06,Smartwatch,Electronics,Central,633.0,3,54.37,2022,8,Aug,2022-08,8.59
2022-08-16,Jeans,Clothing,South,264.7,3,139.84,2022,8,Aug,2022-08,52.83
2023-06-09,Sofa,Furniture,North,797.18,1,180.17,2023,6,Jun,2023-06,22.6
2022-06-04,Running Shoes,Sports,South,362.08,1,113.68,2022,6,Jun,2022-06,31.4
2022-08-09,Sofa,Furniture,Central,1040.55,2,222.6,2022,8,Aug,2022-08,21.39
2022-12-15,Yoga Mat,Sports,West,902.24,3,286.11,2022,12,Dec,2022-12,31.71
2023-11-09,Jacket,Clothing,East,205.43,6,88.38,2023,11,Nov,2023-11,43.02
2021-05-20,Jacket,Clothing,Central,132.44,1,67.16,2021,5,May,2021-05,50.71
2021-05-17,Bicycle,Sports,North,184.88,2,65.02,2021,5,May,2021-05,35.17
2022-11-13,Milk,Groceries,South,11.08,6,0.7,2022,11,Nov,2022-11,6.32
2022-01-17,Monitor,Electronics,Central,144.25,1,27.17,2022,1,Jan,2022-01,18.84
2021-02-09,Tennis Racket,Sports,Central,233.02,1,66.18,2021,2,Feb,2021-02,28.4
2022-06-13,Dress,Clothing,North,119.4,1,36.62,2022,6,Jun,2022-06,30.67
2022-12-31,Yoga Mat,Sports,West,2104.29,6,672.54,2022,12,Dec,2022-12,31.96
2022-07-07,Tennis Racket,Sports,East,152.07,2,51.81,2022,7,Jul,2022-07,34.07
2021-08-01,Desk,Furniture,West,1206.24,3,346.68,2021,8,Aug,2021-08,28.74
2023-03-09,Webcam,Electronics,South,892.07,1,95.65,2023,3,Mar,2023-03,10.72
2021-08-15,Milk,Groceries,Central,29.75,5,3.26,2021,8,Aug,2021-08,10.96
2021-06-28,Running Shoes,Sports,East,2324.24,8,831.33,2021,6,Jun,2021-06,35.77
2023-01-13,Bicycle,Sports,Central,215.96,2,96.35,2023,1,Jan,2023-01,44.61
2023-03-26,Cereal,Groceries,East,4.87,1,0.62,2023,3,Mar,2023-03,12.73
2023-02-07,Bread,Groceries,East,35.91,3,4.61,2023,2,Feb,2023-02,12.84
2022-11-11,Rice,Groceries,Central,2.09,2,0.11,2022,11,Nov,2022-11,5.26
2023-07-25,Wardrobe,Furniture,Central,404.07,1,132.59,2023,7,Jul,2023-07,32.81
2021-07-26,Coffee,Groceries,Central,59.9,3,8.14,2021,7,Jul,2021-07,13.59
2022-03-25,Shorts,Clothing,North,284.03,2,130.85,2022,3,Mar,2022-03,46.07
2022-02-23,Smartwatch,Electronics,Central,4071.46,3,539.12,2022,2,Feb,2022-02,13.24
2021-06-04,Juice,Groceries,North,1.65,1,0.23,2021,6,Jun,2021-06,13.94
2023-08-13,Dumbbell Set,Sports,North,632.1,2,171.98,2023,8,Aug,2023-08,27.21
2021-01-24,Lamp,Furniture,East,631.35,1,191.16,2021,1,Jan,2021-01,30.28
2022-01-13,Sofa,Furniture,West,2621.81,4,748.03,2022,1,Jan,2022-01,28.53
2022-11-04,Laptop,Electronics,East,1996.54,3,335.42,2022,11,Nov,2022-11,16.8
2023-07-14,Smartwatch,Electronics,West,2756.23,2,456.19,2023,7,Jul,2023-07,16.55
2023-11-29,Bicycle,Sports,Central,1915.14,5,642.11,2023,11,Nov,2023-11,33.53
2021-01-26,T-Shirt,Clothing,East,436.46000000000004,3,130.83,2021,1,Jan,2021-01,29.98
2022-03-01,Yoga Mat,Sports,South,279.4,2,118.92,2022,3,Mar,2022-03,42.56
2023-07-05,Running Shoes,Sports,West,638.25,3,276.31,2023,7,Jul,2023-07,43.29
2021-12-29,Smartwatch,Electronics,South,4141.4,4,777.3,2021,12,Dec,2021-12,18.77
2021-06-30,Headphones,Electronics,East,474.48,1,55.87,2021,6,Jun,2021-06,11.77
2021-09-12,Headphones,Electronics,North,1836.77,3,296.3,2021,9,Sep,2021-09,16.13
2022-09-12,Yoga Mat,Sports,West,98.08,1,26.6,2022,9,Sep,2022-09,27.12
2022-07-15,Webcam,Electronics,South,3468.18,3,445.13,2022,7,Jul,2022-07,12.83
2023-12-05,Coffee,Groceries,East,55.8,2,2.8,2023,12,Dec,2023-12,5.02
2023-11-20,Shoes,Clothing,North,612.67,7,219.5,2023,11,Nov,2023-11,35.83
2022-05-01,Desk,Furniture,East,896.53,2,283.73,2022,5,May,2022-05,31.65
2023-02-10,Milk,Groceries,West,50.38,2,4.69,2023,2,Feb,2023-02,9.31
2021-09-03,Sweater,Clothing,Central,66.45,4,30.01,2021,9,Sep,2021-09,45.16
2021-04-21,Jacket,Clothing,Central,268.33,3,142.7,2021,4,Apr,2021-04,53.18
2023-10-22,Desk,Furniture,West,1646.54,3,474.46,2023,10,Oct,2023-10,28.82
2021-05-12,Bed Frame,Furniture,South,576.42,3,172.69,2021,5,May,2021-05,29.96
2021-09-21,Jacket,Clothing,Central,131.16,3,55.67,2021,9,Sep,2021-09,42.44
2021-11-18,Cereal,Groceries,South,109.35,6,12.98,2021,11,Nov,2021-11,11.87
2022-04-12,Wardrobe,Furniture,Central,516.47,1,184.97,2022,4,Apr,2022-04,35.81
2023-10-16,Desk,Furniture,North,701.73,2,204.83,2023,10,Oct,2023-10,29.19
2021-08-21,Sweater,Clothing,North,798.89,6,382.91,2021,8,Aug,2021-08,47.93
2022-07-14,Running Shoes,Sports,South,340.93,1,102.86,2022,7,Jul,2022-07,30.17
2023-04-29,Dumbbell Set,Sports,West,493.75,3,158.59,2023,4,Apr,2023-04,32.12
2023-06-26,Running Shoes,Sports,South,448.19,4,120.1,2023,6,Jun,2023-06,26.8
2022-12-26,Bookshelf,Furniture,South,1825.6,3,705.25,2022,12,Dec,2022-12,38.63
2023-05-01,Shoes,Clothing,Central,142.25,3,56.37,2023,5,May,2023-05,39.63
2022-12-04,Monitor,Electronics,Central,3656.15,3,304.03,2022,12,Dec,2022-12,8.32
2022-07-12,Laptop,Electronics,Central,1277.33,1,184.23,2022,7,Jul,2022-07,14.42
2023-10-27,Dumbbell Set,Sports,Central,207.59,2,87.52,2023,10,Oct,2023-10,42.16
2022-06-22,Tennis Racket,Sports,Central,699.24,3,268.25,2022,6,Jun,2022-06,38.36
2021-09-18,Monitor,Electronics,South,2178.23,2,306.72,2021,9,Sep,2021-09,14.08
2021-02-27,Tennis Racket,Sports,East,204.68,1,73.77,2021,2,Feb,2021-02,36.04
2021-03-29,Wardrobe,Furniture,Central,911.59,2,198.19,2021,3,Mar,2021-03,21.74
2021-10-16,Headphones,Electronics,West,2699.89,3,537.65,2021,10,Oct,2021-10,19.91
2021-08-04,Jacket,Clothing,Central,223.01,2,103.44,2021,8,Aug,2021-08,46.38
2021-11-14,Shorts,Clothing,Central,53.87,3,23.88,2021,11,Nov,2021-11,44.33
2022-04-23,Yoga Mat,Sports,South,89.33,4,38.77,2022,4,Apr,2022-04,43.4
2023-11-03,Laptop,Electronics,West,2756.44,4,299.49,2023,11,Nov,2023-11,10.87
2023-03-05,Wardrobe,Furniture,East,1741.7,3,667.8,2023,3,Mar,2023-03,38.34
2022-11-18,Dress,Clothing,East,349.3,3,176.17,2022,11,Nov,2022-11,50.44
2021-12-28,Laptop,Electronics,North,2567.48,5,289.34,2021,12,Dec,2021-12,11.27
2022-02-22,Cereal,Groceries,West,1.28,1,0.14,2022,2,Feb,2022-02,10.94
2021-01-21,Chair,Furniture,South,3685.3,5,1145.19,2021,1,Jan,2021-01,31.07
2021-10-09,Jeans,Clothing,South,68.55,5,35.34,2021,10,Oct,2021-10,51.55
2021-10-20,Laptop,Electronics,East,1823.56,2,360.35,2021,10,Oct,2021-10,19.76
2022-07-29,Sweater,Clothing,West,106.88,4,55.14,2022,7,Jul,2022-07,51.59
2023-11-12,Running Shoes,Sports,Central,1493.44,4,542.06,2023,11,Nov,2023-11,36.3
2021-10-20,Bicycle,Sports,South,1316.44,5,332.18,2021,10,Oct,2021-10,25.23
2022-08-24,Yoga Mat,Sports,Central,659.0,3,244.85,2022,8,Aug,2022-08,37.15
2023-04-02,Bicycle,Sports,North,685.24,3,274.76,2023,4,Apr,2023-04,40.1
2021-08-05,Jacket,Clothing,West,711.68,5,274.07,2021,8,Aug,2021-08,38.51
2023-05-05,Bed Frame,Furniture,West,2295.81,3,478.09,2023,5,May,2023-05,20.82
2022-04-05,Yoga Mat,Sports,North,1029.23,3,281.67,2022,4,Apr,2022-04,27.37
2021-06-10,Laptop,Electronics,East,125.8,1,11.63,2021,6,Jun,2021-06,9.24
2023-05-15,Cereal,Groceries,South,35.62,4,3.79,2023,5,May,2023-05,10.64
2023-12-22,Dumbbell Set,Sports,West,1153.72,4,483.67,2023,12,Dec,2023-12,41.92
2023-06-28,Desk,Furniture,North,553.82,3,114.09,2023,6,Jun,2023-06,20.6
2023-11-16,Bicycle,Sports,West,1984.02,5,637.98,2023,11,Nov,2023-11,32.16
2023-05-20,Cereal,Groceries,Central,98.17,4,14.04,2023,5,May,2023-05,14.3
2023-10-16,Webcam,Electronics,South,872.08,2,157.26,2023,10,Oct,2023-10,18.03
2021-10-17,Bed Frame,Furniture,North,681.73,3,181.25,2021,10,Oct,2021-10,26.59
2022-01-12,Tennis Racket,Sports,West,203.93,2,70.88,2022,1,Jan,2022-01,34.76
2022-10-26,Yoga Mat,Sports,West,252.48,2,92.23,2022,10,Oct,2022-10,36.53
2021-04-09,Shorts,Clothing,South,560.4,3,266.8,2021,4,Apr,2021-04,47.61
2022-09-07,Bread,Groceries,East,118.35,8,17.3,2022,9,Sep,2022-09,14.62
2023-05-08,Chair,Furniture,North,1861.15,4,549.07,2023,5,May,2023-05,29.5
2023-11-17,Shoes,Clothing,South,286.14,6,124.77,2023,11,Nov,2023-11,43.6
2023-07-27,Desk,Furniture,South,2007.56,3,529.3,2023,7,Jul,2023-07,26.37
2023-03-16,T-Shirt,Clothing,South,187.33,1,79.45,2023,3,Mar,2023-03,42.41
2023-12-02,Tablet,Electronics,East,1666.01,3,287.35,2023,12,Dec,2023-12,17.25
2021-08-17,Bookshelf,Furniture,Central,493.88,2,141.18,2021,8,Aug,2021-08,28.59
2023-05-23,T-Shirt,Clothing,South,389.21,4,162.48,2023,5,May,2023-05,41.75
2022-06-06,Chair,Furniture,East,1352.96,2,382.4,2022,6,Jun,2022-06,28.26
2021-05-23,Wardrobe,Furniture,East,1113.43,3,276.48,2021,5,May,2021-05,24.83
2022-06-06,Laptop,Electronics,Central,221.85,4,38.78,2022,6,Jun,2022-06,17.48
2022-03-04,Jacket,Clothing,West,555.51,5,268.98,2022,3,Mar,2022-03,48.42
2021-12-28,Rice,Groceries,West,83.73,3,5.03,2021,12,Dec,2021-12,6.01
2022-10-29,Bicycle,Sports,South,1696.58,6,528.54,2022,10,Oct,2022-10,31.15
2021-10-06,Lamp,Furniture,East,1875.99,3,664.95,2021,10,Oct,2021-10,35.45
2023-08-13,Milk,Groceries,North,4.6,2,0.36,2023,8,Aug,2023-08,7.83
2021-03-10,Yoga Mat,Sports,West,126.76,1,33.71,2021,3,Mar,2021-03,26.59
2022-04-29,Yoga Mat,Sports,South,2032.53,6,741.33,2022,4,Apr,2022-04,36.47
2023-04-27,Smartwatch,Electronics,Central,75.86,1,6.31,2023,4,Apr,2023-04,8.32
2021-05-29,Rice,Groceries,Central,24.82,4,2.1,2021,5,May,2021-05,8.46
2022-01-30,Laptop,Electronics,South,855.13,1,151.02,2022,1,Jan,2022-01,17.66
2023-10-29,Coffee,Groceries,East,32.99,4,4.87,2023,10,Oct,2023-10,14.76
2021-04-25,Sweater,Clothing,North,187.66,2,85.98,2021,4,Apr,2021-04,45.82
2023-12-30,Sweater,Clothing,East,966.42,7,496.81,2023,12,Dec,2023-12,51.41
2022-01-03,Milk,Groceries,North,28.72,3,3.55,2022,1,Jan,2022-01,12.36
2023-07-12,Bread,Groceries,Central,33.13,5,4.24,2023,7,Jul,2023-07,12.8
2021-06-17,Shorts,Clothing,Central,631.27,4,194.03,2021,6,Jun,2021-06,30.74
2021-04-25,Bread,Groceries,North,18.82,1,2.6,2021,4,Apr,2021-04,13.82
2021-03-08,Dumbbell Set,Sports,South,905.68,4,227.89,2021,3,Mar,2021-03,25.16
2023-08-08,Headphones,Electronics,East,3138.13,3,404.38,2023,8,Aug,2023-08,12.89
2021-11-06,Headphones,Electronics,North,543.99,4,97.97,2021,11,Nov,2021-11,18.01
2022-04-27,Smartwatch,Electronics,North,5884.6,5,965.88,2022,4,Apr,2022-04,16.41
2023-08-29,Smartwatch,Electronics,Central,1059.83,1,142.82,2023,8,Aug,2023-08,13.48
2023-10-27,Shorts,Clothing,West,38.14,3,19.0,2023,10,Oct,2023-10,49.82
2023-02-15,Olive Oil,Groceries,Central,25.29,3,2.99,2023,2,Feb,2023-02,11.82
2022-07-02,Headphones,Electronics,West,2140.76,3,385.84,2022,7,Jul,2022-07,18.02
2021-01-16,Yoga Mat,Sports,West,1474.02,4,401.59,2021,1,Jan,2021-01,27.24
2022-04-21,T-Shirt,Clothing,Central,153.07,1,46.02,2022,4,Apr,2022-04,30.06
2021-01-16,Bicycle,Sports,West,31.71,1,12.03,2021,1,Jan,2021-01,37.94
2023-03-18,Jacket,Clothing,Central,380.9,3,204.74,2023,3,Mar,2023-03,53.75
2021-03-19,T-Shirt,Clothing,East,80.92,2,38.4,2021,3,Mar,2021-03,47.45
2021-07-28,Running Shoes,Sports,West,782.93,4,342.78,2021,7,Jul,2021-07,43.78
2021-04-01,Dumbbell Set,Sports,West,387.67,2,153.47,2021,4,Apr,2021-04,39.59
2023-12-18,Lamp,Furniture,Central,2752.76,4,877.12,2023,12,Dec,2023-12,31.86
2023-09-06,Bed Frame,Furniture,West,417.72,1,95.71,2023,9,Sep,2023-09,22.91
2022-04-19,Shoes,Clothing,East,159.89,5,68.14,2022,4,Apr,2022-04,42.62
2021-05-13,Dress,Clothing,South,168.23,1,72.93,2021,5,May,2021-05,43.35
2023-01-18,T-Shirt,Clothing,South,537.87,3,169.63,2023,1,Jan,2023-01,31.54
2022-11-15,Jeans,Clothing,North,231.72,4,78.4,2022,11,Nov,2022-11,33.83
2021-01-27,Wardrobe,Furniture,Central,447.35,1,124.98,2021,1,Jan,2021-01,27.94
2021-08-25,Dress,Clothing,South,55.96,1,27.6,2021,8,Aug,2021-08,49.32
2023-06-12,Shorts,Clothing,Central,78.07,1,28.18,2023,6,Jun,2023-06,36.1
2022-11-10,T-Shirt,Clothing,Central,397.54,7,163.21,2022,11,Nov,2022-11,41.05
2022-06-09,Running Shoes,Sports,East,1944.85,6,841.5,2022,6,Jun,2022-06,43.27
2022-04-03,Coffee,Groceries,East,110.52,4,6.56,2022,4,Apr,2022-04,5.94
2022-01-10,Bread,Groceries,Central,18.11,1,1.2,2022,1,Jan,2022-01,6.63
2022-05-09,Shorts,Clothing,Central,925.7,5,479.14,2022,5,May,2022-05,51.76
2022-05-12,Dress,Clothing,West,258.33,5,103.21,2022,5,May,2022-05,39.95
2022-09-12,Cereal,Groceries,West,10.54,1,0.86,2022,9,Sep,2022-09,8.16
2021-10-03,Lamp,Furniture,East,808.84,2,296.94,2021,10,Oct,2021-10,36.71
2021-08-29,Juice,Groceries,East,49.63,4,5.12,2021,8,Aug,2021-08,10.32
2023-05-22,Webcam,Electronics,Central,5489.65,7,582.72,2023,5,May,2023-05,10.61
2023-07-02,Dress,Clothing,South,209.56,2,100.51,2023,7,Jul,2023-07,47.96
2023-01-19,Dumbbell Set,Sports,South,314.94,1,99.95,2023,1,Jan,2023-01,31.74
2023-09-27,Smartphone,Electronics,West,2853.9,4,477.14,2023,9,Sep,2023-09,16.72
